brand_name,generic_name,drug_type,manufacturer,total_spending_2023,total_claims_2023,total_beneficiaries_2023,avg_spending_per_claim_2023,avg_spending_per_unit_2023,cost_per_beneficiary_2023,claims_per_beneficiary_2023
REXULTI,BREXPIPRAZOLE,Brand,Otsuka America,630013840.43,407145,66421.0,1547.3942709,50.022353002,9485.160422607307,6.129763177308382
REYATAZ,ATAZANAVIR SULFATE,Brand,Overall,958843.8,530,76.0,1809.1392453,40.465007378,12616.365789473684,6.973684210526316
REYATAZ,ATAZANAVIR SULFATE,Brand,BMS Primarycare,958843.8,530,76.0,1809.1392453,40.465007378,12616.365789473684,6.973684210526316
REYVOW,LASMIDITAN SUCCINATE,Brand,Overall,9927259.2,11463,3027.0,866.02627584,97.779781639,3279.5702675916746,3.786917740336967
REYVOW,LASMIDITAN SUCCINATE,Brand,Eli Lilly & Co.,9927259.2,11463,3027.0,866.02627584,97.779781639,3279.5702675916746,3.786917740336967
REZLIDHIA,OLUTASIDENIB,Brand,Overall,7155399.91,229,71.0,31246.287817,554.68216357,100780.28042253522,3.2253521126760565
REZLIDHIA,OLUTASIDENIB,Brand,Rigel Pharmaceu,7155399.91,229,71.0,31246.287817,554.68216357,100780.28042253522,3.2253521126760565
REZUROCK,BELUMOSUDIL MESYLATE,Brand,Overall,146107629.87,6348,978.0,23016.324806,585.18892433,149394.30457055217,6.49079754601227
REZUROCK,BELUMOSUDIL MESYLATE,Brand,Kadmon/Sanofi-A,146107629.87,6348,978.0,23016.324806,585.18892433,149394.30457055217,6.49079754601227
REZVOGLAR KWIKPEN,INSULIN GLARGINE-AGLR,Brand,Overall,66744.62,838,421.0,79.6475179,6.2588728432,158.53828978622326,1.990498812351544
REZVOGLAR KWIKPEN,INSULIN GLARGINE-AGLR,Brand,Eli Lilly & Co.,66744.62,838,421.0,79.6475179,6.2588728432,158.53828978622326,1.990498812351544
REZZAYO,REZAFUNGIN ACETATE,Brand,Overall,60944.05,20,,3047.2025,2101.5189655,,
REZZAYO,REZAFUNGIN ACETATE,Brand,Melinta Therape,60944.05,20,,3047.2025,2101.5189655,,
RHOFADE,OXYMETAZOLINE HCL,Brand,Overall,2516616.87,3972,2559.0,633.5893429,19.798732358,983.4376201641267,1.552168815943728
RHOFADE,OXYMETAZOLINE HCL,Brand,Epi Health/Mayn,2516616.87,3972,2559.0,633.5893429,19.798732358,983.4376201641267,1.552168815943728
RHOPRESSA,NETARSUDIL MESYLATE,Brand,Overall,174888744.43,347603,89044.0,503.12783385,130.78451028,1964.071070818921,3.903721755536589
RHOPRESSA,NETARSUDIL MESYLATE,Brand,Alcon Laborator,174888744.43,347603,89044.0,503.12783385,130.78451028,1964.071070818921,3.903721755536589
RIABNI,RITUXIMAB-ARRX,Brand,Overall,2862504.7,406,150.0,7050.5041872,75.807857521,19083.36466666667,2.7066666666666666
RIABNI,RITUXIMAB-ARRX,Brand,Amgen,2862504.7,406,150.0,7050.5041872,75.807857521,19083.36466666667,2.7066666666666666
RIBAVIRIN*,RIBAVIRIN,Brand,Overall,278556.98,1990,1130.0,139.97838191,1.5888520107,246.5106017699115,1.761061946902655
RIBAVIRIN*,RIBAVIRIN,Brand,Aurobindo Pharm,278556.98,1990,1130.0,139.97838191,1.5888520107,246.5106017699115,1.761061946902655
RIDAURA,AURANOFIN,Brand,Overall,993664.96,726,91.0,1368.6845179,25.543429732,10919.395164835165,7.978021978021978
RIDAURA,AURANOFIN,Brand,Sebela Pharmace,993664.96,726,91.0,1368.6845179,25.543429732,10919.395164835165,7.978021978021978
RIFABUTIN,RIFABUTIN,Generic,Overall,7113602.23,13510,5857.0,526.54346632,10.750308738,1214.5470770018783,2.3066416254054976
RIFABUTIN,RIFABUTIN,Generic,Novitium/Ani Ph,3404247.6,6557,2981.0,519.17761171,10.722816456,1141.9817510902383,2.19959745051996
RIFABUTIN,RIFABUTIN,Generic,Marlex Pharm.,93404.49,282,149.0,331.22159574,7.390180394,626.8757718120805,1.8926174496644295
RIFABUTIN,RIFABUTIN,Generic,Greenstone LLC.,3615950.14,6671,3148.0,542.04019487,10.919372309,1148.6499809402796,2.119123252858958
RIFADIN*,RIFAMPIN,Brand,Overall,46452.19,105,,442.40180952,179.00651252,,
RIFADIN*,RIFAMPIN,Brand,Sanofi-Aventis*,46452.19,105,,442.40180952,179.00651252,,
RIFAMPIN*,RIFAMPIN,Brand,Overall,8307153.01,106383,37703.0,78.087222677,1.2941745667,220.33135320796754,2.8216057077686125
RIFAMPIN*,RIFAMPIN,Brand,Versapharm/Akor,37415.86,818,485.0,45.740660147,0.9857143878,77.1461030927835,1.68659793814433
RIFAMPIN*,RIFAMPIN,Brand,Sandoz,60273.47,811,466.0,74.319938348,1.4408878334,129.3422103004292,1.740343347639485
RIFAMPIN*,RIFAMPIN,Brand,Puracap Laborat,1478.33,28,,52.7975,1.2569671973,,
RIFAMPIN*,RIFAMPIN,Brand,Mylan Instituti*,21259.86,37,17.0,574.59081081,47.035088496,1250.58,2.176470588235294
RIFAMPIN*,RIFAMPIN,Brand,Major Pharmaceu,964.38,31,31.0,31.109032258,0.9202099237,31.109032258064516,1.0
RIFAMPIN*,RIFAMPIN,Brand,Lupin Pharmaceu,7086482.58,94363,34752.0,75.098106037,1.2309547826,203.91582009668508,2.7153257366482504
RIFAMPIN*,RIFAMPIN,Brand,Epic Pharma LLC,980014.88,10115,5364.0,96.887284231,1.5557081984,182.70225205070844,1.8857196122296793
RIFAMPIN*,RIFAMPIN,Brand,App/Fresenius K,116214.61,136,19.0,854.51919118,14.383886379,6116.558421052631,7.157894736842105
RIFAMPIN*,RIFAMPIN,Brand,AHP,3049.04,44,23.0,69.296363636,1.1476258631,132.56695652173912,1.9130434782608696
RILUZOLE,RILUZOLE,Generic,Overall,10345703.06,46372,9582.0,223.1023691,2.6305767446,1079.7018430390315,4.8394907117512
RILUZOLE,RILUZOLE,Generic,Sun Pharmaceuti,344351.73,1698,742.0,202.79842756,2.7699042785,464.0858894878706,2.288409703504043
RILUZOLE,RILUZOLE,Generic,Rising Pharm,5081.31,23,11.0,220.92652174,3.1619850653,461.9372727272728,2.090909090909091
RILUZOLE,RILUZOLE,Generic,Mylan,17805.24,100,35.0,178.0524,2.4344052502,508.7211428571429,2.857142857142857
RILUZOLE,RILUZOLE,Generic,Glenmark Pharma,2343205.99,10300,3221.0,227.49572718,2.4426231967,727.4777988202422,3.1977646693573423
RILUZOLE,RILUZOLE,Generic,Ascend Laborato,7635258.79,34251,7800.0,222.92075531,2.6804070605,978.8793320512821,4.391153846153846
RIMANTADINE HCL,RIMANTADINE HCL,Generic,Overall,153250.56,777,230.0,197.23366795,2.2455117037,666.3067826086957,3.378260869565217
RIMANTADINE HCL,RIMANTADINE HCL,Generic,Amneal Pharmace,153250.56,777,230.0,197.23366795,2.2455117037,666.3067826086957,3.378260869565217
RIMSO-50,DIMETHYL SULFOXIDE,Brand,Overall,590539.48,368,105.0,1604.7268478,13.829964403,5624.185523809524,3.5047619047619047
RIMSO-50,DIMETHYL SULFOXIDE,Brand,Mylan Instituti,590539.48,368,105.0,1604.7268478,13.829964403,5624.185523809524,3.5047619047619047
RINVOQ,UPADACITINIB,Brand,Overall,976330770.88,142486,21424.0,6852.1171966,219.04826659,45571.824630321134,6.650765496639283
RINVOQ,UPADACITINIB,Brand,Abbvie US LLC,976330770.88,142486,21424.0,6852.1171966,219.04826659,45571.824630321134,6.650765496639283
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Overall,27199299.51,242874,71989.0,111.98934225,32.633938993,377.8257721318535,3.3737654363861145
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Teva USA,191027.66,1689,619.0,113.10104204,32.57810297,308.60688206785136,2.72859450726979
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Sun Pharmaceuti,1334947.71,12802,4588.0,104.27649664,11.35574836,290.96506320836966,2.7903225806451615
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Sun Pharma Glob,2510922.88,18861,7143.0,133.12777053,49.827807589,351.5221727565449,2.640487190256195
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Macleods Pharma,6174166.37,67964,20822.0,90.844658496,8.7009531956,296.5212933435789,3.264047641917203
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Greenstone LLC.,1764390.4,12329,5218.0,143.10896261,56.618997598,338.13537753928705,2.362782675354542
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Aurobindo Pharm,9088097.52,75654,25450.0,120.12712507,49.688393672,357.0961697445972,2.9726522593320235
RISEDRONATE SODIUM,RISEDRONATE SODIUM,Generic,Apotex Corp,6135746.97,53575,19132.0,114.52630835,32.425559953,320.70598839640394,2.8002822496341206
RISEDRONATE SODIUM DR,RISEDRONATE SODIUM,Brand,Overall,4154811.83,14945,4170.0,278.00681365,33.068264257,996.3577529976019,3.5839328537170263
RISEDRONATE SODIUM DR,RISEDRONATE SODIUM,Brand,Sun Pharmaceuti,1148104.72,3409,1192.0,336.7863655,35.363294524,963.175100671141,2.8598993288590604
RISEDRONATE SODIUM DR,RISEDRONATE SODIUM,Brand,Northstar Rx Ll,550270.07,2047,623.0,268.81781632,34.104125813,883.2585393258427,3.2857142857142856
RISEDRONATE SODIUM DR,RISEDRONATE SODIUM,Brand,Greenstone LLC.,2456437.04,9489,2803.0,258.8720666,32.020296422,876.3599857295754,3.385301462718516
RISPERDAL,RISPERIDONE,Brand,Overall,4170925.7,7428,957.0,561.51396069,7.8244498266,4358.334064785789,7.761755485893417
RISPERDAL,RISPERIDONE,Brand,Janssen Pharm.,4170925.7,7428,957.0,561.51396069,7.8244498266,4358.334064785789,7.761755485893417
RISPERDAL CONSTA,RISPERIDONE MICROSPHERES,Brand,Overall,181758052.47,132766,11151.0,1369.0105333,967.99875882,16299.708767823513,11.906196753654381
RISPERDAL CONSTA,RISPERIDONE MICROSPHERES,Brand,Janssen Pharm.,181758052.47,132766,11151.0,1369.0105333,967.99875882,16299.708767823513,11.906196753654381
RISPERIDONE,RISPERIDONE,Generic,Overall,60762994.56,3732647,478904.0,16.278794796,0.3159230186,126.87927968862236,7.794144546715
RISPERIDONE,RISPERIDONE,Generic,Zydus Pharmaceu,13107309.17,991678,155934.0,13.21730357,0.2712303448,84.05677510998242,6.359600856772738
RISPERIDONE,RISPERIDONE,Generic,Tris Pharma Inc,1162662.72,17335,3960.0,67.070246322,0.9840456765,293.60169696969695,4.377525252525253
RISPERIDONE,RISPERIDONE,Generic,Torrent Pharmac,1674931.88,112500,20178.0,14.888283378,0.3603698101,83.0078243631678,5.575379125780553
RISPERIDONE,RISPERIDONE,Generic,Solco Healthcar,22156296.37,1239085,231210.0,17.881175521,0.3212391845,95.82758691233079,5.359132390467541
RISPERIDONE,RISPERIDONE,Generic,Roxane/West-War,105618.18,1399,565.0,75.495482487,1.0345164395,186.93483185840708,2.4761061946902654
RISPERIDONE,RISPERIDONE,Generic,Patriot Pharmac,941557.94,12234,3233.0,76.962394965,0.9966384074,291.2335106712032,3.7841014537581192
RISPERIDONE,RISPERIDONE,Generic,Major Pharmaceu,130947.78,11582,1898.0,11.306145743,0.3117719738,68.99250790305585,6.1022128556375135
RISPERIDONE,RISPERIDONE,Generic,Dr.Reddy'S Lab,1922.42,80,46.0,24.03025,0.5027742967,41.791739130434784,1.7391304347826086
RISPERIDONE,RISPERIDONE,Generic,Chartwell Rx Ll,1056.67,12,,88.055833333,1.2579404762,,
RISPERIDONE,RISPERIDONE,Generic,Avkare,4619.77,304,137.0,15.196611842,0.3000907945,33.720948905109495,2.218978102189781
RISPERIDONE,RISPERIDONE,Generic,Aurobindo Pharm,121.29,14,,8.6635714286,0.1530876623,,
RISPERIDONE,RISPERIDONE,Generic,Amneal Pharmace,1357906.91,19511,4077.0,69.596991953,0.9951507552,333.0652219769438,4.785626686288938
RISPERIDONE,RISPERIDONE,Generic,Ajanta Pharma L,20116766.05,1326721,210221.0,15.162770507,0.3148678765,95.69341811712437,6.311077389984826
RISPERIDONE,RISPERIDONE,Generic,AHP,1277.41,192,92.0,6.6531770833,0.2877458912,13.884891304347827,2.0869565217391304
RISPERIDONE ER,RISPERIDONE MICROSPHERES,Brand,Overall,338383.75,332,316.0,1019.2281627,786.71957907,1070.8346518987341,1.0506329113924051
RISPERIDONE ER,RISPERIDONE MICROSPHERES,Brand,Teva USA,338383.75,332,316.0,1019.2281627,786.71957907,1070.8346518987341,1.0506329113924051
RISPERIDONE ODT,RISPERIDONE,Brand,Overall,9728419.45,63970,12568.0,152.07784039,3.2152335895,774.0626551559516,5.08991088478676
RISPERIDONE ODT,RISPERIDONE,Brand,Par Pharm.,2716576.6,19596,5199.0,138.6291386,2.9358689188,522.5190613579534,3.769186381996538
RISPERIDONE ODT,RISPERIDONE,Brand,Jubilant Cadist,7011842.85,44374,9358.0,158.01692094,3.3386038082,749.2886140200898,4.741825176319726
RITALIN,METHYLPHENIDATE HCL,Brand,Overall,756187.4,5923,1216.0,127.66966064,1.2751935643,621.8646381578948,4.870888157894737
RITALIN,METHYLPHENIDATE HCL,Brand,Novartis/Sandoz,756187.4,5923,1216.0,127.66966064,1.2751935643,621.8646381578948,4.870888157894737
RITALIN LA,METHYLPHENIDATE HCL,Brand,Overall,1154819.79,1958,372.0,589.79560266,11.943405042,3104.3542741935485,5.263440860215054
RITALIN LA,METHYLPHENIDATE HCL,Brand,Novartis/Sandoz,1154819.79,1958,372.0,589.79560266,11.943405042,3104.3542741935485,5.263440860215054
RITONAVIR,RITONAVIR,Generic,Overall,9760184.77,59057,7866.0,165.26719559,3.3112121062,1240.8066069158403,7.50788202390033
RITONAVIR,RITONAVIR,Generic,West-Ward/Hikma,1163903.4,7421,2138.0,156.83915914,3.6020221277,544.388868101029,3.471000935453695
RITONAVIR,RITONAVIR,Generic,"Cipla USA, Inc.",170751.86,1172,384.0,145.69271331,3.538385312,444.6663020833333,3.0520833333333335
RITONAVIR,RITONAVIR,Generic,Camber Pharmace,2985188.5,15955,4362.0,187.10050141,3.0102123956,684.3623337918386,3.6577258138468594
RITONAVIR,RITONAVIR,Generic,Aurobindo Pharm,5440341.01,34509,5547.0,157.6499177,3.3801246281,980.7717703263024,6.221200648999459
RITUXAN,RITUXIMAB,Brand,Overall,39322013.55,3158,1426.0,12451.555906,98.216790999,27575.044565217388,2.214586255259467
RITUXAN,RITUXIMAB,Brand,"Genentech, Inc.",39322013.55,3158,1426.0,12451.555906,98.216790999,27575.044565217388,2.214586255259467
RITUXAN HYCELA,"RITUXIMAB/HYALURONIDASE,HUMAN",Brand,Overall,638067.76,93,23.0,6860.9436559,574.98399511,27742.07652173913,4.043478260869565
RITUXAN HYCELA,"RITUXIMAB/HYALURONIDASE,HUMAN",Brand,"Genentech, Inc.",638067.76,93,23.0,6860.9436559,574.98399511,27742.07652173913,4.043478260869565
RIVASTIGMINE,RIVASTIGMINE,Generic,Overall,91859961.93,357450,73120.0,256.98688468,6.1998542263,1256.290507795405,4.888539387308534
RIVASTIGMINE,RIVASTIGMINE,Generic,Zydus Pharmaceu,3595108.41,15757,5782.0,228.15944723,5.7494568689,621.7759270148738,2.725181598062954
RIVASTIGMINE,RIVASTIGMINE,Generic,Sandoz,26734425.48,104476,27956.0,255.89059191,6.125504445,956.30367291458,3.7371583917584776
RIVASTIGMINE,RIVASTIGMINE,Generic,Northstar Rx Ll,9480668.64,38237,9866.0,247.94488689,6.3700867443,960.9435069937158,3.87563348874924
RIVASTIGMINE,RIVASTIGMINE,Generic,Mylan,3076875.04,14799,4983.0,207.9110102,5.6501820961,617.4744210315072,2.9698976520168574
RIVASTIGMINE,RIVASTIGMINE,Generic,Breckenridge,22224409.48,87317,23019.0,254.52557326,6.5384472718,965.4811016985968,3.7932577436031103
RIVASTIGMINE,RIVASTIGMINE,Generic,Amneal Pharmace,23686452.85,82444,22738.0,287.30353755,6.0715768505,1041.7122372240303,3.62582461078371
RIVASTIGMINE,RIVASTIGMINE,Generic,Alvogen Inc,3062022.03,14420,5830.0,212.34549445,6.026544032,525.2181869639794,2.4734133790737562
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Overall,25785131.01,318923,56505.0,80.850647366,1.0277653624,456.3336166710911,5.64415538447925
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Sun Pharmaceuti,486011.54,6457,3187.0,75.268939136,1.0342023532,152.49812990272983,2.0260433009099468
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Nivagen Pharmac,6354.61,172,46.0,36.945406977,0.501370903,138.1436956521739,3.739130434782609
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Modavar Pharmac,490500.04,7159,3146.0,68.515161335,0.9134002112,155.91228226319134,2.275588048315321
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Major Pharmaceu,5089.55,89,45.0,57.185955056,0.9896072331,113.10111111111111,1.9777777777777779
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Macleods Pharma,8403614.31,109349,25797.0,76.851313775,1.0145585527,325.7593638795209,4.238826220103113
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Dr.Reddy'S Lab,4371110.65,46565,12167.0,93.871161817,1.0919519381,359.25952576641737,3.827155420399441
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Chartwell Rx Ll,2010.63,39,16.0,51.554615385,0.9264839662,125.664375,2.4375
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Breckenridge,733174.01,10228,3145.0,71.683027962,1.2518563279,233.12369157392686,3.2521462639109697
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Aurobindo Pharm,7803782.96,90254,21079.0,86.464677023,1.0290947697,370.21599506617963,4.281702168034537
RIVASTIGMINE,RIVASTIGMINE TARTRATE,Brand,Alembic Pharmac,3483482.71,48611,10622.0,71.660379544,0.9643718748,327.94979382413857,4.5764451139145175
RIVELSA,L-NORGEST/E.ESTRADIOL-E.ESTRAD,Brand,Overall,3063.78,14,,218.84142857,2.4048508634,,
RIVELSA,L-NORGEST/E.ESTRADIOL-E.ESTRAD,Brand,Teva USA,3063.78,14,,218.84142857,2.4048508634,,
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Overall,18724755.99,668499,180679.0,28.010148093,2.1734849876,103.63548608305337,3.699926388788957
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Unichem Pharmac,6129.55,208,85.0,29.468990385,2.48713266,72.11235294117647,2.447058823529412
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Teva USA,175482.85,5438,3203.0,32.269740713,2.5789567646,54.7870277864502,1.6977833281298782
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Rising Pharm,2451627.97,87951,32954.0,27.874930018,2.2101711813,74.39545942829399,2.6689021059658917
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Mylan,402139.13,16984,5464.0,23.677527673,1.9356308947,73.59793740849194,3.108345534407028
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Macleods Pharma,4894621.68,189656,60697.0,25.807892606,1.9204076326,80.64025701434996,3.1246354844555744
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Jubilant Cadist,3033.65,136,55.0,22.30625,1.8302530013,55.157272727272726,2.4727272727272727
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Glenmark Pharma,136416.0,5014,2603.0,27.207020343,2.2298722481,52.40722243565117,1.9262389550518633
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Exelan Pharmace,2094.44,70,54.0,29.920571429,2.5889899643,38.78592592592593,1.2962962962962963
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,"Cipla USA, Inc.",32648.98,1302,576.0,25.076021505,2.0365767115,56.68225694444445,2.2604166666666665
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Breckenridge,1124450.08,35109,12809.0,32.02740266,2.7108179714,87.78593801233508,2.7409633851198376
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Bionpharma Inc.,1402536.75,51549,21002.0,27.207836233,2.2699062008,66.78110418055424,2.4544805256642226
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Aurobindo Pharm,5032535.29,160199,57831.0,31.414274059,2.4225888894,87.0214122183604,2.770123290276841
RIZATRIPTAN,RIZATRIPTAN BENZOATE,Brand,Ascend Laborato,3061039.62,114883,36656.0,26.644844059,2.0230002102,83.50719172850285,3.13408446093409
ROCALTROL,CALCITRIOL,Brand,Overall,37011.26,239,94.0,154.85882845,3.0180619387,393.7368085106383,2.5425531914893615
ROCALTROL,CALCITRIOL,Brand,Validus Pharmac,37011.26,239,94.0,154.85882845,3.0180619387,393.7368085106383,2.5425531914893615
ROCKLATAN,NETARSUDIL MESYLAT/LATANOPROST,Brand,Overall,146478267.14,273879,67255.0,534.82839918,137.56208861,2177.953566872351,4.072247416548955
ROCKLATAN,NETARSUDIL MESYLAT/LATANOPROST,Brand,Alcon Laborator,146478267.14,273879,67255.0,534.82839918,137.56208861,2177.953566872351,4.072247416548955
ROFLUMILAST,ROFLUMILAST,Generic,Overall,60127501.72,276115,59491.0,217.76253271,4.9325233742,1010.6991262543914,4.641290279201896
ROFLUMILAST,ROFLUMILAST,Generic,Zydus Pharmaceu,14226080.74,72438,20616.0,196.38975041,4.2113931482,690.0504821497866,3.5136786961583235
ROFLUMILAST,ROFLUMILAST,Generic,Solco Healthcar,4561897.15,19698,7070.0,231.59189512,4.5705949923,645.2471216407356,2.786138613861386
ROFLUMILAST,ROFLUMILAST,Generic,Novadoz Pharmac,20010073.81,83608,25156.0,239.33204729,5.7136639396,795.4394104786134,3.3235808554619175
ROFLUMILAST,ROFLUMILAST,Generic,Mylan,4537131.41,19362,6255.0,234.33175343,5.0607466198,725.3607370103917,3.095443645083933
ROFLUMILAST,ROFLUMILAST,Generic,"Micro Labs USA,",271519.68,3771,1748.0,72.002036595,1.9565467005,155.3316247139588,2.1573226544622424
ROFLUMILAST,ROFLUMILAST,Generic,Camber Pharmace,13942938.22,65861,19367.0,211.70249799,5.0248620519,719.9327836009708,3.400681571745753
ROFLUMILAST,ROFLUMILAST,Generic,Aurobindo Pharm,2577860.71,11377,5067.0,226.58527819,4.6437941921,508.7548273139925,2.2453128083678706
ROLVEDON,EFLAPEGRASTIM-XNST,Brand,Overall,661601.32,125,51.0,5292.81056,7932.8695444,12972.574901960783,2.450980392156863
ROLVEDON,EFLAPEGRASTIM-XNST,Brand,Spectrum Pharma,661601.32,125,51.0,5292.81056,7932.8695444,12972.574901960783,2.450980392156863
ROPINIROLE ER,ROPINIROLE HCL,Brand,Overall,12380826.21,69283,16392.0,178.69933764,2.4759634652,755.2968649341143,4.2266349438750614
ROPINIROLE ER,ROPINIROLE HCL,Brand,Solco Healthcar,313203.07,2401,1208.0,130.44692628,1.7600186904,259.27406456953645,1.9875827814569536
ROPINIROLE ER,ROPINIROLE HCL,Brand,Sandoz,11238.3,68,26.0,165.26911765,3.8420260001,432.2423076923077,2.6153846153846154
ROPINIROLE ER,ROPINIROLE HCL,Brand,Dr.Reddy'S Lab,7001034.87,38888,10755.0,180.03072593,2.5119075971,650.9562873082288,3.61580660158066
ROPINIROLE ER,ROPINIROLE HCL,Brand,Alembic Pharmac,3344368.43,16477,5075.0,202.97192632,2.6139136231,658.9888532019705,3.2466995073891627
ROPINIROLE ER,ROPINIROLE HCL,Brand,Actavis/Teva,1710981.54,11449,3307.0,149.44375404,2.297370662,517.3817780465679,3.462050196552767
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Overall,69278992.59,3232191,657631.0,21.434065187,0.2231713751,105.34629996152859,4.914900605354674
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Solco Healthcar,22173869.11,963367,255317.0,23.017052805,0.239389857,86.84838498807365,3.7732191745947197
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Mylan,39078.69,1864,900.0,20.964962446,0.3239717458,43.42076666666667,2.071111111111111
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Marlex Pharm.,72003.08,6558,2871.0,10.979426654,0.1470327071,25.07944270289098,2.284221525600836
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Major Pharmaceu,22112.92,1545,704.0,14.312569579,0.248385478,31.410397727272724,2.194602272727273
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Glenmark Pharma,24061002.51,1148187,300412.0,20.955647913,0.2125204836,80.09334683701051,3.822041063605981
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Bionpharma Inc.,5270314.98,306274,121644.0,17.207843238,0.1602114698,43.32572901252836,2.5177896155996184
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Alembic Pharmac,16838557.09,749721,188158.0,22.459764486,0.2478301787,89.49158202149258,3.9845289597040785
ROPINIROLE HCL,ROPINIROLE HCL,Generic,Accord Healthca,802054.21,54675,31948.0,14.669487151,0.1806125053,25.10498967071491,1.7113747339426568
ROPIVACAINE HCL,ROPIVACAINE HCL/PF,Brand,Overall,4803.45,24,11.0,200.14375,0.2809035088,436.67727272727274,2.1818181818181817
ROPIVACAINE HCL,ROPIVACAINE HCL/PF,Brand,Somerset Therap,4803.45,24,11.0,200.14375,0.2809035088,436.67727272727274,2.1818181818181817
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Overall,604421766.35,25854209,6945233.0,23.37808,0.3130976624,87.02685228126975,3.7225833892109885
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Torrent Pharmac,31718074.52,1304345,699466.0,24.317243153,0.325561612,45.34612764594705,1.8647725550634342
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Sun Pharma Glob,1624922.34,60733,32872.0,26.755179886,0.4901872146,49.43180640058409,1.8475602336334875
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Solco Healthcar,164900.18,6830,2276.0,24.143510981,0.4663575664,72.45174868189807,3.000878734622144
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Rising Pharm,14183880.63,585686,281226.0,24.217551094,0.403587408,50.43587943504512,2.0826168277470787
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Quallent Pharma,16318142.71,591943,174794.0,27.567084517,0.3144365991,93.35642361865969,3.3865178438619177
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Puracap Laborat,1365.5,37,31.0,36.905405405,0.6914398996,44.04838709677419,1.1935483870967742
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Sandoz,378409.31,20547,11518.0,18.416766925,0.326939942,32.85373415523529,1.7839034554610176
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Novadoz Pharmac,73457858.62,3721742,1799056.0,19.737493523,0.2582465432,40.831335222472234,2.0687193728266378
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Northstar Rx Ll,30725450.54,1249551,494884.0,24.58919287,0.356196746,62.086166738063866,2.524937156990325
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Tris Pharma Inc,64589748.86,2745411,978033.0,23.526440617,0.3745505847,66.04045963684251,2.8070739944357705
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,Major Pharmaceu,47396.31,2905,1755.0,16.315425129,0.2917240358,27.006444444444444,1.6552706552706553
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,Generic,"Gsms, Inc.",2379.58,213,81.0,11.171737089,0.1811853589,29.37753086419753,2.6296296296296298
